RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
City,Buxton,North Carolina,"Kill Devil Hills, NC",60,60,60,180,31,33,39,103,5199012,8014957,18492756,31706725,251744,0.516666667,0.55,0.65,0.572222222,0.300970874,0.32038835,0.378640777
City,Cambridge,Massachusetts,"Boston, MA",6808,6808,6808,20424,1459,2020,1318,4797,757519110,1650017184,2060470614,4468006908,786936,0.214306698,0.296709753,0.19359577,0.23487074,0.304148426,0.421096519,0.274755055
City,Carpinteria,California,"Santa Maria, CA",1741,1741,1742,5224,141,85,124,350,86553878,67316164,434491539,588361581,753174,0.080987938,0.048822516,0.071182549,0.066998469,0.402857143,0.242857143,0.354285714
City,Charleston,South Carolina,"Charleston, SC",20168,20168,20169,60505,3223,4179,8149,15551,596879094,1273545836,7000118237,8870543167,382446,0.159807616,0.207209441,0.404035897,0.257020081,0.207253553,0.268728699,0.524017748
City,Cooper City,Florida,"Miami, FL",3641,3641,3641,10923,2332,1700,1729,5761,626704473,644288183,915291429,2186284085,367767,0.640483384,0.466904697,0.474869541,0.527419207,0.404790835,0.295087658,0.300121507
City,Crystal River,Florida,"Inverness, FL",3065,3065,3066,9196,844,936,1667,3447,62134184,128801722,589455755,780391661,171826,0.275367047,0.305383361,0.543705153,0.374836886,0.244850595,0.27154047,0.483608935
City,Deerfield Beach,Florida,"Miami, FL",10920,10912,10917,32749,0,168,1530,1698,0,28713907,766533406,795247313,384671.5,0,0.015395894,0.140148392,0.051848911,0,0.098939929,0.901060071
City,Dunedin,Florida,"Tampa, FL",5536,5536,5536,16608,492,906,968,2366,51931459,179367512,492147359,723446330,216866,0.088872832,0.163656069,0.174855491,0.142461464,0.2079459,0.382924768,0.409129332
City,East Haven,Connecticut,"New Haven, CT",3254,3254,3255,9763,143,160,561,864,18467563,30494299,203754932,252716794,283308.5,0.043945913,0.049170252,0.17235023,0.088497388,0.165509259,0.185185185,0.649305556
City,East Moriches,New York,"New York, NY",620,620,621,1861,13,19,85,117,4574162,7484123,71903466,83961751,589063,0.020967742,0.030645161,0.136876006,0.062869425,0.111111111,0.162393162,0.726495726
City,East Sandwich,Massachusetts,"East Falmouth, MA",720,720,721,2161,59,22,29,110,17664361,10332174,24288810,52285345,384899.5,0.081944444,0.030555556,0.040221914,0.05090236,0.536363636,0.2,0.263636364
City,Egg Harbor Township,New Jersey,"Egg Harbor Township, NJ",5043,5043,5045,15131,329,335,338,1002,39824121,67917415,166137773,273879309,203975,0.065238945,0.066428713,0.066997027,0.066221664,0.328343313,0.334331337,0.337325349
City,Elkton,Maryland,"Philadelphia, PA",5323,5323,5323,15969,12,47,95,154,2063858,9986835,41149066,53199759,316059,0.002254368,0.008829607,0.017847079,0.009643685,0.077922078,0.305194805,0.616883117
City,Englewood,Florida,"Port Charlotte, FL",7316,7316,7318,21950,543,605,2442,3590,64610898,135474716,1527171592,1727257206,358174,0.074220886,0.082695462,0.333697732,0.163553531,0.151253482,0.168523677,0.680222841
City,Everett,Massachusetts,"Boston, MA",2707,2707,2708,8122,179,121,30,330,61792825,54593924,26964975,143351724,378849,0.066124861,0.044698929,0.011078287,0.040630387,0.542424242,0.366666667,0.090909091
City,Fairhope,Alabama,"Fairhope, AL",4052,4052,4054,12158,51,101,284,436,8521147,29929260,178812382,217262789,397745,0.012586377,0.024925962,0.070054267,0.035861161,0.116972477,0.231651376,0.651376147
City,Galveston,Texas,"Houston, TX",7808,7808,7809,23425,1866,2501,4670,9037,224944023,485317693,2232845707,2943107423,253910,0.238985656,0.3203125,0.598027917,0.385784418,0.206484453,0.276751134,0.516764413
City,Garden City,Georgia,"Savannah, GA",622,622,622,1866,33,86,124,243,2453406,10079332,22563006,35095744,134644,0.053054662,0.138263666,0.199356913,0.13022508,0.135802469,0.353909465,0.510288066
City,Gautier,Mississippi,"Gulfport, MS",2234,2234,2236,6704,22,86,314,422,1383441,8806834,63124426,73314701,154121.5,0.009847807,0.038495971,0.140429338,0.062947494,0.052132701,0.203791469,0.744075829
City,Golden Beach,Florida,"Miami, FL",133,133,135,401,111,115,42,268,320620939,482187231,359228325,1162036495,3674339.5,0.834586466,0.864661654,0.311111111,0.668329177,0.414179104,0.429104478,0.156716418
City,Goodland,Florida,"Naples, FL",79,79,81,239,78,68,75,221,14407841,18170132,42786603,75364576,255079,0.987341772,0.860759494,0.925925926,0.924686192,0.352941176,0.307692308,0.339366516
City,Greenport,New York,"New York, NY",638,638,639,1915,36,75,120,231,16780155,40484098,165155144,222419397,623816,0.056426332,0.117554859,0.187793427,0.120626632,0.155844156,0.324675325,0.519480519
City,Gulf Breeze,Florida,"Pensacola, FL",5119,5119,5119,15357,269,1046,2238,3553,44922747,287694032,1342279493,1674896272,427502,0.052549326,0.204336785,0.437194765,0.231360292,0.075710667,0.294399099,0.629890234
City,Hallandale,Florida,"Miami, FL",7469,7469,7469,22407,6607,5909,5095,17611,833612505,1221401544,2357740130,4412754179,191717,0.884589637,0.791136698,0.682152899,0.785959745,0.37516325,0.335528931,0.289307819
City,Hampton,Virginia,"Virginia Beach, VA",14616,14614,14616,43846,1062,2183,3618,6863,122263368,361481777,1058430016,1542175161,193940,0.072660099,0.149377309,0.247536946,0.156525111,0.154742824,0.318082471,0.527174705
City,Highland Beach,Florida,"Miami, FL",1339,1339,1339,4017,736,1156,371,2263,252670927,631103251,527611342,1411385520,516755,0.549663928,0.863330844,0.277072442,0.563355738,0.325231993,0.510826337,0.16394167
City,Homestead,Florida,"Miami, FL",7130,7130,7131,21391,4829,2334,2589,9752,545594427,430996753,702839194,1679430374,147707.5,0.677279102,0.327349229,0.363062684,0.455892665,0.495180476,0.239335521,0.265484003
City,Imperial Beach,California,"San Diego, CA",1431,1431,1433,4295,127,52,132,311,53066611,25885582,94149766,173101959,500098,0.088749126,0.036338225,0.092114445,0.072409779,0.408360129,0.167202572,0.424437299
City,Indian Rocks Beach,Florida,"Tampa, FL",1007,1007,1007,3021,897,726,594,2217,273194514,334943903,479478888,1087617305,418698,0.890764647,0.720953327,0.589870904,0.733862959,0.404600812,0.327469553,0.267929635
City,Kearny,New Jersey,"New York, NY",2388,2388,2390,7166,76,35,51,162,20285273,11116333,20940173,52341779,298718,0.031825796,0.014656616,0.021338912,0.022606754,0.469135802,0.216049383,0.314814815
City,Key Biscayne,Florida,"Miami, FL",2298,2298,2299,6895,1692,1724,1240,4656,969543846,2101787848,4986088203,8057419897,1078038.5,0.736292428,0.750217581,0.539364941,0.675271936,0.363402062,0.370274914,0.266323024
City,Kill Devil Hills,North Carolina,"Kill Devil Hills, NC",1054,1054,1056,3164,454,487,581,1522,86004493,121861367,218708139,426573999,257395,0.430740038,0.462049336,0.550189394,0.481036662,0.298291721,0.319973719,0.38173456
City,Knotts Island,North Carolina,"Virginia Beach, VA",199,199,200,598,89,98,115,302,14582973,22191323,40404226,77178522,235037.5,0.447236181,0.492462312,0.575,0.505016722,0.294701987,0.324503311,0.380794702
City,Langley,Washington,"Oak Harbor, WA",984,984,986,2954,10,14,99,123,2464492,6743684,76303544,85511720,668760,0.010162602,0.014227642,0.10040568,0.041638456,0.081300813,0.113821138,0.804878049
City,Leisure City,Florida,"Miami, FL",1825,1825,1827,5477,47,254,354,655,6096462,43822822,75157341,125076625,186675,0.025753425,0.139178082,0.193760263,0.119591017,0.071755725,0.38778626,0.540458015
City,Little River,South Carolina,"Conway, SC",3239,3239,3241,9719,11,22,129,162,1167623,3454592,59936896,64559111,288484,0.00339611,0.00679222,0.03980253,0.016668382,0.067901235,0.135802469,0.796296296
City,Manchester,Massachusetts,"Boston, MA",651,651,653,1955,47,33,51,131,22623111,27736155,125550086,175909352,852553,0.072196621,0.050691244,0.078101072,0.067007673,0.358778626,0.251908397,0.389312977
City,Marco Island,Florida,"Naples, FL",5865,5865,5865,17595,2919,1982,2523,7424,876362861,1219854556,3885664554,5981881971,560512,0.49769821,0.337936914,0.430179028,0.421938051,0.393184267,0.266971983,0.33984375
City,Massapequa Park,New York,"New York, NY",2428,2428,2429,7285,1,0,113,114,426596,0,114663719,115090315,959207.5,4.12E-04,0,0.046521202,0.015648593,0.00877193,0,0.99122807
City,Mechanicsville,Maryland,"Mechanicsville, MD",2964,2964,2965,8893,138,59,96,293,29674862,15595075,38808384,84078321,247358,0.046558704,0.019905533,0.03237774,0.032947262,0.470989761,0.201365188,0.327645051
City,Miami Beach,Florida,"Miami, FL",15950,15946,15949,47845,15328,10171,11645,37144,3278024769,4140000029,25944702307,33362727105,356198.5,0.961003135,0.637840211,0.730139821,0.776340265,0.412664226,0.27382619,0.313509584
City,Miami Lakes,Florida,"Miami, FL",2939,2939,2940,8818,1836,791,976,3603,370367208,279308154,587665918,1237341280,290001,0.62470228,0.269139163,0.331972789,0.408596054,0.509575354,0.219539273,0.270885373
City,Milton,Florida,"Pensacola, FL",7536,7536,7536,22608,89,100,615,804,7391122,13769952,186909936,208071010,226351,0.011809979,0.013269639,0.08160828,0.035562633,0.110696517,0.124378109,0.764925373
City,Moncks Corner,South Carolina,"Charleston, SC",3988,3988,3990,11966,14,91,283,388,1779257,17631913,123445529,142856699,260787.5,0.003510532,0.022818455,0.070927318,0.032425205,0.036082474,0.234536082,0.729381443
City,Morehead City,North Carolina,"Morehead City, NC",2191,2191,2193,6575,330,308,792,1430,46487047,68969922,428064670,543521639,290854.5,0.150616157,0.14057508,0.361149111,0.217490494,0.230769231,0.215384615,0.553846154
City,New Haven,Connecticut,"New Haven, CT",6715,6716,6714,20145,33,260,115,408,3586063,47918671,35558565,87063299,192173,0.004914371,0.03871352,0.017128388,0.020253165,0.080882353,0.637254902,0.281862745
City,New Port Richey,Florida,"Tampa, FL",16683,16683,16684,50050,1705,1168,1823,4696,90841025,177907983,643121435,911870443,160992.5,0.102199844,0.070011389,0.109266363,0.093826174,0.363074957,0.248722317,0.388202726
City,New Smyrna Beach,Florida,"Palm Coast, FL",4596,4596,4598,13790,1983,968,966,3917,311890669,257520548,612470654,1181881871,215011,0.431462141,0.210617929,0.210091344,0.28404641,0.506254787,0.247127904,0.246617309
City,New York,New York,"New York, NY",287776,287776,287777,863329,12957,8673,5547,27177,5808565236,6342260582,13560002270,25710828088,605168,0.045024602,0.030138024,0.019275342,0.031479309,0.47676344,0.319130147,0.204106414
City,Newburg,Maryland,"Washington, DC",565,565,565,1695,46,63,66,175,9390177,16460582,29902877,55753636,271812,0.081415929,0.111504425,0.116814159,0.103244838,0.262857143,0.36,0.377142857
City,Newbury,Massachusetts,"Boston, MA",912,912,912,2736,118,103,98,319,43721309,54768220,72972082,171461611,511884,0.129385965,0.112938596,0.10745614,0.116593567,0.369905956,0.322884013,0.307210031
City,Niantic,Connecticut,"Norwich, CT",1721,1721,1723,5165,21,25,87,133,4210496,6957644,49497942,60666082,415281,0.012202208,0.014526438,0.050493326,0.025750242,0.157894737,0.187969925,0.654135338
City,Norfolk,Virginia,"Virginia Beach, VA",19117,19117,19117,57351,1264,1601,4144,7009,163820161,301789830,1685576209,2151186200,248282,0.066119161,0.08374745,0.216770414,0.122212342,0.180339563,0.228420602,0.591239834
City,North Charleston,South Carolina,"Charleston, SC",9125,9125,9125,27375,218,130,633,981,19961030,20288128,211843057,252092215,213824,0.023890411,0.014246575,0.069369863,0.035835616,0.222222222,0.132517839,0.645259939
City,North Falmouth,Massachusetts,"East Falmouth, MA",832,832,834,2498,35,38,84,157,13296946,20133292,114266597,147696835,689290,0.042067308,0.045673077,0.100719424,0.06285028,0.222929936,0.242038217,0.535031847
City,North Miami,Florida,"Miami, FL",4955,4901,4929,14785,2471,1219,2450,6140,292139057,228667799,1740483714,2261290570,186779,0.498688194,0.24872475,0.497058227,0.415285763,0.402442997,0.198534202,0.399022801
City,Orange Park,Florida,"Jacksonville, FL",7444,7444,7444,22332,60,22,179,261,6673338,3693064,87401704,97768106,295638,0.008060183,0.0029554,0.024046212,0.011687265,0.229885057,0.084291188,0.685823755
City,Palm Beach Shores,Florida,"Miami, FL",275,275,275,825,17,81,93,191,4297033,37416795,94321483,136035311,534888,0.061818182,0.294545455,0.338181818,0.231515152,0.089005236,0.42408377,0.486910995
City,Panama City Beach,Florida,"Panama City, FL",8158,8158,8160,24476,441,525,418,1384,51882999,122461421,204215089,378559509,224102.5,0.054057367,0.064354008,0.05122549,0.056545187,0.318641618,0.37933526,0.302023121
City,Port Haywood,Virginia,"Virginia Beach, VA",54,54,56,164,35,33,46,114,4925799,6325256,16561709,27812764,197510,0.648148148,0.611111111,0.821428571,0.695121951,0.307017544,0.289473684,0.403508772
City,Quincy,Massachusetts,"Boston, MA",7830,7830,7832,23492,1213,891,811,2915,374561547,393875308,515799823,1284236678,423924,0.154916986,0.113793103,0.10354954,0.124084795,0.416123499,0.305660377,0.278216123
City,Riverview,Florida,"Tampa, FL",10825,10825,10827,32477,28,15,151,194,3475265,3120632,71180342,77776239,334122.5,0.002586605,0.001385681,0.013946615,0.005973458,0.144329897,0.077319588,0.778350515
City,Riviera Beach,Florida,"Miami, FL",5120,5120,5120,15360,90,548,1055,1693,10998088,117271991,797204379,925474458,346604,0.017578125,0.10703125,0.206054688,0.110221354,0.053160071,0.323685765,0.623154164
City,Rotonda West,Florida,"Port Charlotte, FL",1870,1870,1872,5612,189,145,73,407,34811300,46703329,32512543,114027172,285666,0.101069519,0.077540107,0.038995726,0.072523165,0.464373464,0.356265356,0.179361179
City,Royal Oak,Maryland,"Easton, MD",136,136,137,409,25,68,84,177,6858282,45942439,145030113,197830834,984706,0.183823529,0.5,0.613138686,0.432762836,0.141242938,0.384180791,0.474576271
City,Slidell,Louisiana,"New Orleans, LA",9534,9534,9536,28604,3240,1318,1576,6134,346108664,203299087,517282789,1066690540,131394.5,0.339836375,0.138242081,0.165268456,0.214445532,0.528203456,0.214867949,0.256928595
City,Smyrna,North Carolina,"Morehead City, NC",120,120,122,362,120,120,122,362,11694491,18104472,40328682,70127645,153285.5,1,1,1,1,0.331491713,0.331491713,0.337016575
City,South Miami,Florida,"Miami, FL",1271,1271,1273,3815,0,0,116,116,0,0,119837359,119837359,879709.5,0,0,0.091123331,0.030406291,0,0,1
City,Stanwood,Washington,"Seattle, WA",2653,2653,2655,7961,249,62,189,500,58610728,22722307,124204739,205537774,322517,0.093856012,0.02336977,0.071186441,0.06280618,0.498,0.124,0.378
City,Stevensville,Maryland,"Baltimore, MD",2099,2099,2101,6299,533,276,262,1071,134345130,93349738,183513740,411208608,294473,0.253930443,0.131491186,0.124702523,0.170026988,0.497665733,0.257703081,0.244631186
City,Swanquarter,North Carolina,NA,67,67,68,202,67,67,68,202,5198261,7029363,11919454,24147078,102715,1,1,1,1,0.331683168,0.331683168,0.336633663
City,Sweetwater,Florida,"Miami, FL",822,818,822,2462,643,587,766,1996,97713792,143135604,261976231,502825627,249338.5,0.782238443,0.717603912,0.931873479,0.810722989,0.322144289,0.294088176,0.383767535
City,Taylors Island,Maryland,"Cambridge, MD",76,76,76,228,76,76,76,228,10448168,17903310,31094713,59446191,232571.5,1,1,1,1,0.333333333,0.333333333,0.333333333
City,Thunderbolt,Georgia,"Savannah, GA",235,235,236,706,20,48,56,124,2441758,7264188,17068764,26774710,156313.5,0.085106383,0.204255319,0.237288136,0.175637394,0.161290323,0.387096774,0.451612903
City,Titusville,Florida,"Palm Bay, FL",7946,7946,7947,23839,52,40,276,368,3506759,5012117,105744937,114263813,323976.5,0.006544173,0.005033979,0.034730087,0.015436889,0.141304348,0.108695652,0.75
City,Tyaskin,Maryland,"Salisbury, MD",166,166,167,499,92,114,92,298,8291147,12483706,17263079,38037932,108528.5,0.554216867,0.686746988,0.550898204,0.597194389,0.308724832,0.382550336,0.308724832
City,Vero Beach,Florida,"Vero Beach, FL",15848,15848,15849,47545,3706,1072,2830,7608,325715057,220303968,2083391468,2629410493,165071,0.233846542,0.067642605,0.178560162,0.160016826,0.487118822,0.140904311,0.371976866
City,Waimea,Hawaii,"Kapaa, HI",386,386,386,1158,49,54,63,166,19099604,24841809,65673458,109614871,466556.5,0.126943005,0.139896373,0.163212435,0.143350604,0.295180723,0.325301205,0.379518072
City,Waverly,Georgia,"Saint Marys, GA",204,204,204,612,33,29,60,122,3520370,4730496,18160033,26410899,190235,0.161764706,0.142156863,0.294117647,0.199346405,0.270491803,0.237704918,0.491803279
City,West Cape May,New Jersey,"Upper Township, NJ",274,274,274,822,162,156,144,462,62339172,74851544,94142748,231333464,472208,0.591240876,0.569343066,0.525547445,0.562043796,0.350649351,0.337662338,0.311688312
City,West Palm Beach,Florida,"Miami, FL",13406,13406,13406,40218,269,709,1314,2292,36044043,153125432,1381813869,1570983344,331029.5,0.020065642,0.052886767,0.098015814,0.056989408,0.117364747,0.309336824,0.573298429
City,Weston,Florida,"Miami, FL",7437,7437,7439,22313,1349,134,102,1585,264853671,58686570,138571250,462111491,192062,0.181390346,0.018018018,0.01371152,0.071034823,0.851104101,0.084542587,0.064353312
City,Westport,Connecticut,"Bridgeport, CT",3147,3147,3148,9442,134,203,438,775,87347487,238395669,1156449663,1482192819,1573101,0.042580235,0.064505879,0.139135959,0.082080068,0.172903226,0.261935484,0.56516129
City,White Stone,Virginia,NA,453,453,454,1360,74,158,170,402,12199692,54464898,117411307,184075897,450941,0.163355408,0.348785872,0.374449339,0.295588235,0.184079602,0.393034826,0.422885572
City,Woodbine,Georgia,"Saint Marys, GA",511,511,511,1533,47,48,86,181,5059596,8111649,24745343,37916588,188315,0.091976517,0.093933464,0.168297456,0.118069145,0.259668508,0.26519337,0.475138122
City,Anacortes,Washington,"Mount Vernon, WA",3698,3698,3698,11094,39,30,243,312,11013770,12369668,197672494,221055932,648588.5,0.010546241,0.008112493,0.065711195,0.02812331,0.125,0.096153846,0.778846154
City,Anahuac,Texas,"Houston, TX",631,631,632,1894,121,166,82,369,11723516,22760537,23337256,57821309,130611,0.191759113,0.263074485,0.129746835,0.194825766,0.327913279,0.449864499,0.222222222
City,Anna Maria,Florida,"Bradenton, FL",466,466,467,1399,466,466,462,1394,332289622,429806583,708853695,1470949900,923731,1,1,0.989293362,0.996426019,0.334289813,0.334289813,0.331420373
City,Jeanerette,Louisiana,"Lafayette, LA",983,983,985,2951,11,68,46,125,693107,5341059,5953571,11987737,82457,0.011190234,0.069175992,0.046700508,0.042358523,0.088,0.544,0.368
City,Hardeeville,South Carolina,"Bluffton, SC",760,760,762,2282,17,88,59,164,1883589,12254006,15891310,30028905,148472.5,0.022368421,0.115789474,0.077427822,0.071866784,0.103658537,0.536585366,0.359756098
City,Mattapoisett,Massachusetts,"Boston, MA",1035,1035,1036,3106,91,105,185,381,28003822,48644133,158128949,234776904,525142,0.087922705,0.101449275,0.178571429,0.122665808,0.238845144,0.275590551,0.485564304
City,Maurepas,Louisiana,"Baton Rouge, LA",332,332,334,998,245,191,141,577,37205243,34608081,46195839,118009163,175237,0.737951807,0.575301205,0.422155689,0.578156313,0.424610052,0.33102253,0.244367418
